,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,t
2328,17.4273681640625,20.0,0.019112426757812502,3.0,68.638916015625,50.0164794921875,463.3544921875,312.554931640625,29.46533203125,37059.326171875,0.7879638671875,538.427734375,3.3074228606320224,3.7503007768376575
4050,11.4154052734375,20.0,0.0184666748046875,4.0,81.524658203125,53.9910888671875,366.3330078125,298.931884765625,29.38720703125,27706.298828125,3.6004638671875,537.548828125,3.658589392810694,4.026300942723722
3063,16.7010498046875,20.0,0.0020421142578125,71.0,28.997802734375,46.1492919921875,394.6044921875,330.792236328125,27.33642578125,24674.072265625,2.2406005859375,253.759765625,0.35545534318891236,4.709279856555816
420,5.7940673828125,40.0,0.0100887451171875,19.0,44.422607421875,58.1134033203125,491.4794921875,257.586669921875,27.32666015625,30635.986328125,2.8472900390625,522.119140625,2.6575081650542023,7.247937575540646
865,-1.9207763671875,40.0,0.0046307373046875,66.0,147.000732421875,27.0416259765625,335.7177734375,323.394775390625,16.83837890625,25391.845703125,3.0694580078125,488.232421875,0.6743472046236987,10.744174506129808
3809,-2.0916748046875,20.0,0.021920043945312502,19.0,22.554931640625,26.6656494140625,484.2041015625,272.052001953125,28.75732421875,36253.662109375,1.9415283203125,339.208984375,2.2061153809090976,10.183407762811978
2733,19.9908447265625,30.0,0.0134803466796875,25.0,80.159912109375,34.6282958984375,317.6513671875,236.126708984375,19.68994140625,28131.103515625,4.0618896484375,525.341796875,3.798435003268319,14.814022857318879
479,3.5296630859375,20.0,0.0061131591796875,79.0,113.548583984375,48.3380126953125,348.3642578125,240.447998046875,15.00244140625,34429.931640625,2.3553466796875,568.798828125,2.5310967746193236,8.457293330639187
1131,6.6485595703125,40.0,0.022784790039062502,22.0,94.949951171875,20.7305908203125,300.5615234375,343.792724609375,22.18505859375,29508.056640625,4.1558837890625,254.443359375,2.018844375636701,10.302136861819806
432,1.0150146484375,30.0,0.0020140380859375,155.0,34.869384765625,11.5057373046875,369.7998046875,340.313720703125,27.63427734375,35938.720703125,1.4202880859375,207.568359375,0.07618759031779651,0.0742277161400566
2067,6.2396240234375,30.0,0.023890991210937497,9.0,66.607666015625,8.7664794921875,374.4384765625,333.026123046875,17.89794921875,20257.568359375,1.3128662109375,496.826171875,1.113653703933043,1.2030273267794651
1903,11.7999267578125,30.0,0.0055404052734375,10.0,100.535888671875,56.6900634765625,476.3916015625,307.281494140625,29.55322265625,32020.263671875,1.9854736328125,371.337890625,1.138339016881833,9.94134103196425
3885,8.1988525390625,20.0,0.0242447509765625,19.0,120.816650390625,58.0731201171875,401.5380859375,237.408447265625,19.58251953125,13160.400390625,3.1195068359375,384.033203125,9.692339194134508,10.478220690238654
2763,1.8023681640625,20.0,0.0174671630859375,7.0,37.440185546875,22.2747802734375,354.7607421875,215.545654296875,29.89501953125,12193.603515625,0.8477783203125,577.880859375,1.8417711215597579,1.8867150317598853
6,0.8258056640625,30.0,0.0088814697265625,44.0,91.680908203125,41.8524169921875,315.9423828125,265.570068359375,17.64892578125,27091.064453125,3.2061767578125,311.669921875,2.3986663360989757,2.4354033948813525
3090,8.8519287109375,20.0,0.0106334228515625,21.0,75.811767578125,54.2462158203125,418.4326171875,299.627685546875,19.07470703125,22579.345703125,2.6092529296875,269.384765625,3.225977479064529,10.914808382105692
1867,13.6431884765625,30.0,0.0064949951171875,41.0,61.053466796875,25.2960205078125,451.1474609375,247.003173828125,19.62158203125,30760.498046875,1.0223388671875,261.474609375,1.1644549760425338,6.314981541947422
3228,0.1910400390625,20.0,0.020510620117187503,3.0,38.424072265625,43.2623291015625,423.3154296875,343.463134765625,21.97021484375,16851.806640625,1.5814208984375,396.044921875,3.518786955153755,3.7932056835030266
3820,4.7442626953125,20.0,0.0034683837890625,103.0,100.916748046875,9.4915771484375,399.8779296875,340.679931640625,19.55810546875,34715.576171875,2.7557373046875,427.783203125,0.15349775740879956,0.6817146990481613
2573,3.3099365234375,20.0,0.0072811279296875,44.0,25.633544921875,41.1138916015625,459.2041015625,291.754150390625,14.47998046875,30504.150390625,0.9906005859375,512.744140625,2.1765251979866673,7.61715417143681
2339,-3.1781005859375,30.0,0.0212686767578125,21.0,65.115966796875,59.2816162109375,395.2880859375,215.618896484375,14.78271484375,18646.240234375,2.4700927734375,585.791015625,11.29385236175548,11.940757203278224
590,17.1099853515625,40.0,0.024098754882812497,2.0,110.184326171875,8.7799072265625,399.5849609375,332.403564453125,29.07470703125,31632.080078125,2.0477294921875,583.251953125,0.3590921941205985,0.5955872055937966
879,-1.8536376953125,40.0,0.0170404052734375,5.0,114.468994140625,58.7042236328125,480.2001953125,290.179443359375,27.02392578125,19210.205078125,0.8843994140625,525.830078125,3.757092460520944,4.5743196053541615
3522,-3.4649658203125,40.0,0.016782104492187498,18.0,125.609130859375,40.8990478515625,322.7783203125,248.065185546875,24.50927734375,21561.279296875,0.8697509765625,425.244140625,3.229847465231445,18.09394956918419
429,17.9583740234375,30.0,0.0229307861328125,7.0,85.111083984375,49.5867919921875,482.7392578125,217.633056640625,10.58349609375,31229.248046875,3.7408447265625,499.169921875,17.622485651929725,17.45393411056914
2136,0.1849365234375,30.0,0.0047655029296875,89.0,98.092041015625,12.4725341796875,328.2470703125,237.115478515625,20.75439453125,15863.037109375,3.1707763671875,546.240234375,0.3631338776099377,0.3700361044988304
1068,18.5504150390625,30.0,0.0159847412109375,16.0,102.916259765625,25.5108642578125,398.1201171875,331.781005859375,15.29052734375,34627.685546875,0.5242919921875,288.720703125,2.8566932070213173,9.691386659194425
1386,8.0157470703125,20.0,0.0177310791015625,17.0,108.502197265625,59.5501708984375,476.6845703125,246.710205078125,15.00732421875,30885.009765625,0.7049560546875,213.818359375,9.065924426686106,9.11474540760146
1702,8.5894775390625,30.0,0.0117901611328125,37.0,146.778564453125,23.0133056640625,368.8232421875,235.577392578125,23.69873046875,19495.849609375,3.3355712890625,389.208984375,1.6042073577764646,7.458980039673671
175,0.0018310546875,40.0,0.017130249023437502,10.0,44.644775390625,51.8023681640625,443.3349609375,303.106689453125,11.31591796875,29595.947265625,1.9183349609375,548.193359375,7.758957178849501,7.7976074473507655
2156,-0.9686279296875,30.0,0.0159061279296875,9.0,138.367919921875,42.0538330078125,332.6416015625,233.856201171875,23.74755859375,28160.400390625,3.8507080078125,504.345703125,3.57362921375955,9.353587307523739
2956,-3.8372802734375,40.0,0.0054954833984375,20.0,70.225830078125,39.8919677734375,422.0458984375,268.609619140625,28.06884765625,17503.662109375,3.4246826171875,535.986328125,0.8292213397075241,6.743516102945528
3185,19.8504638671875,30.0,0.0182982177734375,25.0,64.195556640625,15.1043701171875,432.4462890625,282.305908203125,21.13037109375,29998.779296875,0.0067138671875,569.580078125,1.688828737796022,11.361045018469781
1312,8.0950927734375,20.0,0.0169842529296875,20.0,87.459716796875,51.8560791015625,495.5322265625,331.451416015625,13.58154296875,30042.724609375,3.3660888671875,467.236328125,6.175331920124163,8.335954915205168
2083,12.1600341796875,30.0,0.0114083251953125,10.0,26.204833984375,55.1190185546875,418.9208984375,274.322509765625,18.72314453125,30863.037109375,0.9454345703125,454.931640625,4.095072796537376,4.376715631577738
1691,3.7188720703125,30.0,0.018073608398437503,25.0,108.787841796875,12.4322509765625,373.8525390625,225.250244140625,27.11181640625,30203.857421875,4.6282958984375,478.466796875,1.1531125713387795,3.7947871379332456
1190,19.7894287109375,30.0,0.0076068115234375,43.0,54.515380859375,41.5301513671875,301.5380859375,291.387939453125,25.59814453125,15760.498046875,1.6485595703125,453.076171875,1.665219085416933,11.698805135720983
2102,9.7491455078125,40.0,0.0167933349609375,26.0,24.364013671875,5.0469970703125,406.8115234375,338.262939453125,21.86767578125,39044.189453125,2.0465087890625,565.576171875,0.38319343869768624,0.46120475072385614
4040,3.9691162109375,20.0,0.009055541992187499,29.0,83.111572265625,13.3856201171875,435.9130859375,333.685302734375,19.72412109375,36414.794921875,4.2498779296875,533.154296875,0.5685421033355744,2.2174779779524747
1865,-0.8221435546875,20.0,0.0090050048828125,21.0,74.764404296875,30.7208251953125,360.5224609375,237.298583984375,27.94189453125,20352.783203125,1.5472412109375,272.900390625,1.2429691010122264,13.515075603083966
2624,16.2677001953125,20.0,0.0141822509765625,24.0,20.015869140625,38.4552001953125,468.7744140625,231.695556640625,28.27880859375,15775.146484375,3.5174560546875,574.560546875,2.861034138170515,15.243334785089171
744,16.8780517578125,20.0,0.019191040039062503,21.0,39.693603515625,16.7962646484375,402.6123046875,340.240478515625,11.41357421875,19437.255859375,3.2550048828125,459.716796875,2.830664374659453,12.78876434600367
582,2.4981689453125,40.0,0.0028450927734375003,21.0,101.614990234375,12.1368408203125,493.8232421875,267.291259765625,13.86962890625,20301.513671875,2.7972412109375,297.509765625,0.2872651956399462,0.6469951921415475
949,15.3826904296875,40.0,0.0083704833984375,36.0,111.549072265625,55.9246826171875,392.1142578125,238.507080078125,22.95654296875,38648.681640625,2.3883056640625,369.970703125,3.087091787926072,13.062800074358352
2937,14.4366455078125,20.0,0.0030079345703125,139.0,132.274169921875,46.7669677734375,466.4306640625,339.910888671875,23.58154296875,27017.822265625,2.0977783203125,499.853515625,0.7406102540677001,10.886144879513546
3725,16.8170166015625,30.0,0.005630249023437501,59.0,144.334716796875,56.4483642578125,491.1376953125,349.249267578125,24.37255859375,20953.369140625,0.9552001953125,376.904296875,1.2693133659214122,21.375536191377122
4010,1.5460205078125,20.0,0.017792846679687502,23.0,70.860595703125,23.6846923828125,391.4306640625,257.733154296875,25.80810546875,29896.240234375,3.6822509765625,576.318359375,1.9259679900873115,2.1037626712706383
1280,18.6724853515625,20.0,0.0195054931640625,5.0,40.740966796875,14.7418212890625,494.0673828125,242.645263671875,18.82080078125,24981.689453125,4.8699951171875,346.728515625,2.1829282082190242,2.7013697616755077
602,-4.6124267578125,20.0,0.0039512939453125,65.0,133.511962890625,37.4346923828125,379.1259765625,272.930908203125,12.19970703125,21202.392578125,1.2091064453125,287.646484375,1.3184710257777148,11.181850921817102
2786,16.5545654296875,20.0,0.0086287841796875,39.0,68.321533203125,15.4534912109375,337.9638671875,326.031494140625,11.52587890625,21817.626953125,1.9720458984375,546.435546875,1.2246549530770812,10.406452167209798
2605,14.2413330078125,40.0,0.018152221679687497,4.0,122.562255859375,32.8692626953125,336.7919921875,320.391845703125,21.33544921875,30416.259765625,1.8353271484375,359.814453125,2.814079002393835,3.391948214085971
1262,6.9598388671875,40.0,0.0240482177734375,6.0,134.940185546875,21.3348388671875,347.0458984375,263.995361328125,15.52978515625,14090.576171875,1.1529541015625,433.154296875,4.116934029269767,4.201199769583272
783,-0.0225830078125,30.0,0.0196234130859375,21.0,62.291259765625,33.4197998046875,306.1279296875,233.929443359375,10.14892578125,35836.181640625,0.3619384765625,525.244140625,8.281288703495566,8.182348806811124
1998,5.7086181640625,30.0,0.0064556884765625,35.0,125.228271484375,51.5203857421875,400.4638671875,206.097412109375,22.23876953125,11995.849609375,4.0667724609375,288.818359375,2.3112452528432774,9.538520367013442
287,-1.7071533203125,20.0,0.0063939208984375,41.0,43.883056640625,16.1920166015625,495.3857421875,290.911865234375,14.63134765625,11234.130859375,0.2630615234375,286.376953125,0.7191326208325979,3.370482837219458
3574,6.2518310546875,30.0,0.0099146728515625,8.0,105.423583984375,34.8565673828125,394.1162109375,338.702392578125,23.69384765625,10750.732421875,2.6055908203125,379.931640625,1.3628040125298317,5.706327174702634
135,15.9747314453125,20.0,0.0132164306640625,29.0,48.802490234375,19.3609619140625,496.1669921875,321.710205078125,26.24267578125,37681.884765625,1.2908935546875,385.107421875,1.0167231176590046,8.923501009902337
2830,11.7388916015625,20.0,0.0072867431640625,12.0,69.876708984375,58.9862060546875,388.2080078125,250.628662109375,17.90771484375,19459.228515625,3.8873291015625,290.283203125,3.1513630329809765,5.139787877268945
3450,-1.3226318359375,20.0,0.0123404541015625,24.0,64.671630859375,29.6600341796875,384.0576171875,318.927001953125,23.91845703125,35389.404296875,4.9285888671875,337.353515625,1.4249612043881685,18.164667507660106
3472,8.4735107421875,40.0,0.018612670898437503,22.0,73.812255859375,43.6651611328125,331.3720703125,306.695556640625,17.84423828125,23487.548828125,4.5025634765625,266.455078125,4.928356247798776,17.799807528539436
967,10.5670166015625,20.0,0.0204544677734375,18.0,32.933349609375,13.3587646484375,412.3291015625,307.318115234375,25.29541015625,31419.677734375,1.5240478515625,221.044921875,1.1383121478955767,3.0365309099572406
3179,10.8721923828125,30.0,0.0047935791015625,53.0,91.077880859375,22.5970458984375,413.4033203125,338.409423828125,10.10986328125,26746.826171875,4.7467041015625,285.693359375,1.045524113674985,8.932263347736134
3529,6.0137939453125,40.0,0.0074945068359375,41.0,82.127685546875,19.1192626953125,304.0283203125,228.546142578125,13.05908203125,31075.439453125,0.0457763671875,396.630859375,1.5791714068762106,4.571556471778829
3215,4.5184326171875,40.0,0.0124976806640625,13.0,66.195068359375,17.1588134765625,406.0302734375,214.556884765625,29.31396484375,39146.728515625,3.1622314453125,560.400390625,1.0896501426916096,4.342208683780557
587,16.4080810546875,40.0,0.0023228759765625,168.0,68.067626953125,46.6595458984375,375.4638671875,237.445068359375,26.56982421875,39666.748046875,1.8548583984375,428.369140625,10.649253835251407,26.451683312043254
2092,2.6141357421875,30.0,0.0068543701171874995,54.0,106.693115234375,38.0657958984375,324.8779296875,269.451904296875,18.14697265625,19913.330078125,4.3609619140625,489.111328125,1.6444845460177326,8.377941390850935
1195,9.4439697265625,40.0,0.0242110595703125,16.0,95.013427734375,34.6014404296875,390.3076171875,252.203369140625,12.99072265625,23135.986328125,2.2918701171875,246.435546875,8.631827349864786,8.751231855860519
2036,8.2354736328125,40.0,0.0068094482421875,12.0,132.178955078125,56.9451904296875,384.1064453125,344.781494140625,19.26513671875,26578.369140625,4.0814208984375,537.060546875,1.9063008604336371,12.520627895826893
3819,-2.8790283203125,20.0,0.0068936767578125,23.0,48.643798828125,31.1505126953125,311.0595703125,212.139892578125,15.35888671875,20631.103515625,0.6878662109375,557.568359375,1.9136141550473025,4.935807191735309
2812,17.5860595703125,30.0,0.0146146240234375,19.0,69.114990234375,32.6409912109375,483.6669921875,251.580810546875,29.22607421875,19342.041015625,4.4305419921875,242.431640625,2.2968822915075267,10.904996065460686
2103,8.6749267578125,40.0,0.0222569580078125,22.0,31.568603515625,54.7027587890625,317.3583984375,244.622802734375,19.65576171875,18206.787109375,4.2987060546875,308.935546875,8.50069383459262,9.139326785083501
3173,11.8121337890625,30.0,0.023144165039062498,7.0,74.256591796875,22.7716064453125,370.1904296875,221.734619140625,18.37646484375,26798.095703125,2.1160888671875,296.826171875,4.437127755181247,4.736351955968384
1734,-0.1263427734375,30.0,0.018646362304687497,6.0,136.114501953125,51.5069580078125,305.5419921875,214.117431640625,13.51806640625,16478.271484375,1.7401123046875,592.236328125,9.938650991869281,9.911993758830812
445,3.1451416015625,30.0,0.0033448486328125,129.0,109.581298828125,17.4676513671875,304.3701171875,327.716064453125,13.91357421875,15511.474609375,3.1976318359375,363.037109375,0.3970866934815062,2.617626158111758
2125,16.6949462890625,40.0,0.0088421630859375,41.0,120.689697265625,57.5628662109375,346.4111328125,250.189208984375,29.88525390625,22337.646484375,2.0611572265625,455.517578125,2.5124837423536746,21.41081898351761
3240,4.2315673828125,30.0,0.0151368408203125,14.0,88.189697265625,54.2596435546875,426.8798828125,317.169189453125,25.03173828125,22967.529296875,0.9820556640625,412.451171875,3.211690581276204,15.122846140738714
621,7.3626708984375,20.0,0.0132838134765625,34.0,76.605224609375,24.0203857421875,457.7392578125,330.462646484375,12.35595703125,32232.666015625,0.0140380859375,521.240234375,2.466601495312262,14.706388170572932
3770,5.6903076171875,30.0,0.0135758056640625,20.0,94.854736328125,24.7320556640625,375.0244140625,210.455322265625,17.67822265625,24739.990234375,0.3997802734375,310.400390625,2.892188615763354,8.136361853256565
3035,-2.2686767578125,20.0,0.0048441162109375,94.0,138.494873046875,6.3360595703125,487.7685546875,211.517333984375,20.88623046875,23941.650390625,4.7174072265625,553.955078125,0.20341022923275887,8.546760071966817
4060,3.7310791015625,30.0,0.0086905517578125,53.0,149.984130859375,33.7420654296875,301.8798828125,305.340576171875,17.63427734375,34041.748046875,0.1043701171875,256.494140625,1.6975551819461003,13.083575775363773
101,10.6463623046875,20.0,0.0160465087890625,11.0,44.232177734375,53.4136962890625,346.7529296875,266.595458984375,26.56005859375,35301.513671875,2.3052978515625,420.849609375,3.962172728106922,6.891202262840617
1484,0.5389404296875,30.0,0.011543090820312499,40.0,112.945556640625,44.7528076171875,484.3017578125,339.508056640625,11.77001953125,33397.216796875,2.8851318359375,526.806640625,3.8932268528452663,4.232480082261153
2442,1.2103271484375,30.0,0.0020252685546875,36.0,141.478271484375,26.1822509765625,325.4150390625,331.011962890625,23.79638671875,33192.138671875,4.2291259765625,208.544921875,0.20454993066617524,1.9504365619578812
2627,0.9783935546875,30.0,0.0091453857421875,19.0,34.139404296875,27.2698974609375,489.9658203125,313.507080078125,11.07177734375,29083.251953125,4.3780517578125,568.212890625,2.1739156681356078,2.197667014540508
330,3.1878662109375,30.0,0.0056358642578125,19.0,128.687744140625,22.7313232421875,325.0244140625,340.020751953125,11.23779296875,13489.990234375,2.6763916015625,293.017578125,1.0354183561896193,4.294638324899049
1754,13.7896728515625,20.0,0.022408569335937496,4.0,93.553466796875,41.1810302734375,332.5927734375,219.976806640625,28.68408203125,25919.189453125,0.4681396484375,240.869140625,4.716169266298468,5.109513648123522
2848,7.0269775390625,20.0,0.0154512939453125,27.0,95.489501953125,54.1119384765625,373.9501953125,271.282958984375,14.61669921875,32130.126953125,4.0728759765625,295.556640625,6.6754796612801535,8.901021960478817
3733,18.9959716796875,30.0,0.0120540771484375,5.0,53.404541015625,19.2401123046875,325.6591796875,230.450439453125,28.19580078125,18214.111328125,0.2606201171875,289.404296875,1.3243246999658986,1.7028227113977736
3913,7.3931884765625,30.0,0.0069835205078125,60.0,107.994384765625,27.7398681640625,371.3134765625,305.487060546875,28.39599609375,21400.146484375,1.8328857421875,544.580078125,0.7192173914375501,5.513619589857354
1537,5.9344482421875,20.0,0.024216674804687498,8.0,149.539794921875,44.0277099609375,312.1337890625,225.836181640625,21.02294921875,37117.919921875,2.4261474609375,397.021484375,7.109324176153418,7.299934629845371
2792,10.3717041015625,20.0,0.0224254150390625,7.0,27.791748046875,42.5238037109375,357.1044921875,303.472900390625,27.89794921875,24886.474609375,3.4320068359375,373.095703125,3.660390293730161,3.8938343007303216
3812,10.1885986328125,20.0,0.0086007080078125,49.0,135.987548828125,18.3135986328125,454.9560546875,314.532470703125,29.86083984375,23414.306640625,1.1651611328125,415.673828125,0.5423807740341131,3.5932113396114422
357,0.7891845703125,20.0,0.0044903564453125,12.0,42.740478515625,14.2315673828125,413.8916015625,260.369873046875,18.10791015625,28387.451171875,2.8607177734375,303.271484375,0.4238793217351943,0.458958213452358
158,14.5587158203125,20.0,0.0092969970703125,28.0,139.542236328125,42.5909423828125,478.5400390625,336.505126953125,23.40087890625,33360.595703125,4.5379638671875,246.337890625,1.6597759375327272,20.976175516195365
209,5.9527587890625,30.0,0.0075113525390625,47.0,90.792236328125,27.3773193359375,460.6201171875,282.818603515625,11.32568359375,16053.466796875,1.4752197265625,227.490234375,2.0326049077487167,7.160669327028926
2725,2.5531005859375,20.0,0.0219761962890625,16.0,132.464599609375,39.9456787109375,347.6318359375,285.931396484375,23.62060546875,13592.529296875,1.0626220703125,210.205078125,3.9810038673359847,10.855118184104139
3168,4.9517822265625,30.0,0.0131490478515625,34.0,25.030517578125,6.9268798828125,310.3271484375,262.310791015625,15.08056640625,29141.845703125,1.1737060546875,498.486328125,0.7322536476254242,1.2107560837345994
3187,18.5748291015625,30.0,0.0152659912109375,16.0,93.902587890625,6.7388916015625,304.8095703125,213.714599609375,28.12744140625,26329.345703125,1.4837646484375,264.111328125,0.6119598651406575,3.368143825812832
1875,16.2982177734375,20.0,0.0042545166015625,71.0,62.608642578125,7.7191162109375,496.3623046875,209.613037109375,17.32666015625,17877.197265625,0.1239013671875,396.826171875,1.099087886151099,9.361225288162252
246,19.4781494140625,20.0,0.0152996826171875,22.0,142.684326171875,21.9927978515625,310.9130859375,330.316162109375,10.96435546875,12127.685546875,1.5850830078125,480.419921875,3.3033257280385557,14.859412259534716
2476,7.9364013671875,40.0,0.0235372314453125,4.0,114.056396484375,9.3975830078125,426.8310546875,340.753173828125,27.61474609375,27779.541015625,1.0003662109375,229.736328125,0.42304650998054527,0.7627108494854761
3755,18.2635498046875,40.0,0.021914428710937503,17.0,105.328369140625,12.6873779296875,394.4580078125,344.964599609375,18.30810546875,34122.314453125,4.3902587890625,545.068359375,1.6278221089878302,4.758080373332748
1156,11.6412353515625,20.0,0.020128784179687498,5.0,129.068603515625,12.9290771484375,465.1611328125,252.972412109375,12.28759765625,10684.814453125,1.6326904296875,512.158203125,2.758345472064829,3.024319734916616
2949,2.4920654296875,20.0,0.0111668701171875,33.0,39.884033203125,21.5362548828125,417.7001953125,343.206787109375,13.18603515625,22850.341796875,4.5526123046875,535.498046875,1.6238570714029177,3.39801709950506
3176,5.7574462890625,30.0,0.0055067138671875005,34.0,121.927490234375,41.1004638671875,431.9091796875,242.425537109375,15.79833984375,27171.630859375,2.4969482421875,448.486328125,1.874574964789648,10.641839968354196
3195,6.9171142578125,40.0,0.0123236083984375,8.0,57.689208984375,43.9739990234375,343.1396484375,253.118896484375,12.98095703125,22293.701171875,2.4517822265625,367.626953125,5.406144778737041,5.4705102171681075
282,-3.2147216796875,20.0,0.020600463867187502,15.0,85.809326171875,37.8106689453125,316.2841796875,221.221923828125,26.27685546875,36597.900390625,3.4124755859375,385.009765625,3.8982637461993512,13.878989468920217
70,19.6612548828125,30.0,0.0148392333984375,12.0,115.643310546875,32.5067138671875,416.6748046875,293.621826171875,20.45166015625,14237.060546875,1.4617919921875,205.908203125,2.892665076066371,13.141578347481323
1743,12.7032470703125,20.0,0.0134185791015625,37.0,59.783935546875,22.8253173828125,407.0068359375,223.126220703125,22.70751953125,27083.740234375,4.8297119140625,244.482421875,2.037509697674328,11.486342187178172
